date,category,headlines,avg_vader,finbert_pos,finbert_neg,finbert_neu
2025-09-02,business,331,-0.008361329305135952,9.667673716012084,29.003021148036257,61.329305135951664
2025-09-02,technology,222,0.03243378378378379,8.558558558558559,15.765765765765765,75.67567567567568
2025-09-02,world,181,-0.14515745856353593,8.287292817679557,43.646408839779006,48.06629834254144
2025-09-04,business,360,-0.006709999999999999,11.666666666666666,34.44444444444444,53.888888888888886
2025-09-04,technology,202,0.02357277227722773,5.9405940594059405,15.346534653465346,78.71287128712872
2025-09-04,world,159,-0.19296352201257863,5.031446540880504,43.39622641509434,51.57232704402516
2025-09-05,business,1551,-0.007912894906511928,12.572533849129593,31.012250161186333,56.41521598968408
2025-09-05,technology,1140,-0.0064684210526315756,8.859649122807017,18.859649122807017,72.28070175438597
2025-09-05,world,1146,-0.13038019197207681,11.169284467713787,36.21291448516579,52.617801047120416
2025-09-06,business,1391,-0.024581380301941052,10.0647016534867,34.86700215672178,55.068296189791525
2025-09-06,technology,877,-0.037477080957810716,7.297605473204105,19.726339794754846,72.97605473204105
2025-09-06,world,699,-0.15088469241773964,7.0100143061516444,39.77110157367668,53.21888412017167
2025-09-07,business,1375,-0.01422029090909091,12.363636363636363,34.03636363636364,53.6
2025-09-07,technology,925,-0.0335907027027027,7.567567567567568,21.297297297297295,71.13513513513513
2025-09-07,world,658,-0.1733452887537994,7.29483282674772,42.857142857142854,49.848024316109424
2025-09-08,business,1346,-0.012774145616641901,17.161961367013372,35.0668647845468,47.77117384843982
2025-09-08,technology,1080,-0.010603148148148145,9.444444444444445,23.98148148148148,66.57407407407408
2025-09-08,world,826,-0.16800363196125906,9.564164648910412,46.85230024213075,43.583535108958834
2025-09-09,business,1385,-0.016407364620938628,13.862815884476534,32.851985559566785,53.28519855595668
2025-09-09,technology,1052,-0.016484980988593155,8.460076045627376,24.14448669201521,67.39543726235742
2025-09-09,world,780,-0.16372679487179487,7.435897435897436,48.97435897435897,43.58974358974359
2025-09-10,business,1405,0.006836939501779358,14.875444839857652,31.387900355871885,53.736654804270465
2025-09-10,technology,981,0.01244903160040775,8.35881753312946,19.673802242609582,71.96738022426096
2025-09-10,world,655,-0.19212702290076336,4.732824427480916,52.67175572519084,42.595419847328245
2025-09-11,business,1423,-0.017381939564300772,15.038650737877724,29.796205200281094,55.165144061841175
2025-09-11,technology,956,0.019459414225941427,6.380753138075314,21.02510460251046,72.59414225941423
2025-09-11,world,734,-0.16380653950953677,6.539509536784741,47.13896457765668,46.321525885558586
2025-09-12,business,1393,-0.01669856424982053,16.582914572864322,29.64824120603015,53.768844221105525
2025-09-12,technology,1020,0.011489313725490198,7.549019607843137,22.35294117647059,70.09803921568627
2025-09-12,world,652,-0.17461503067484663,6.595092024539877,44.785276073619634,48.61963190184049
2025-09-13,business,1363,-0.04570689655172414,10.564930300807044,30.594277329420393,58.840792369772565
2025-09-13,technology,964,0.010116804979253114,6.742738589211618,22.61410788381743,70.64315352697096
2025-09-13,world,648,-0.14025540123456792,5.709876543209877,44.907407407407405,49.382716049382715
2025-09-14,business,1361,-0.04070793534166055,10.433504775900074,31.00661278471712,58.559882439382804
2025-09-14,technology,945,-0.001621058201058198,5.291005291005291,24.97354497354497,69.73544973544973
2025-09-14,world,616,-0.14535194805194804,6.1688311688311686,47.07792207792208,46.75324675324675
2025-09-15,business,1364,-0.023801539589442814,14.076246334310852,28.95894428152493,56.96480938416423
2025-09-15,technology,1015,0.004149655172413795,7.29064039408867,23.15270935960591,69.55665024630542
2025-09-15,world,761,-0.13875216819973718,7.6215505913272015,45.597897503285154,46.78055190538765
2025-09-16,business,343,-0.03105860058309038,14.868804664723031,28.279883381924197,56.85131195335277
2025-09-16,technology,252,-0.007672222222222222,8.333333333333332,22.61904761904762,69.04761904761905
2025-09-16,world,155,-0.2055458064516129,3.225806451612903,50.967741935483865,45.806451612903224
